0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,99,99,98,100,100,98,99,98,98,98,40,0,0,0,0,28
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,99,99,99,100,100,99,100,98,98,98,100,98,98,24,0,31
100,100,100,100,100,100,99,98,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
100,100,100,100,100,99,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,99,98,99,98,52,0,0,0,0,0,0,0,0,0,0,0,21
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,99,99,98,100,100,98,99,98,98,31,0,0,0,0,0,27
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,99,99,98,100,100,98,99,98,98,98,16,0,0,0,0,28
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,99,99,99,100,100,99,100,98,98,98,100,98,98,86,0,32
100,100,100,100,100,100,99,98,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
100,100,100,100,100,100,100,100,99,100,100,100,100,99,98,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,99,99,99,100,100,99,100,98,98,98,100,98,98,48,0,31
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,99,99,98,100,100,98,99,98,98,27,0,0,0,0,0,27
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,100,99,99,100,100,99,100,98,98,98,100,99,98,98,8,32
100,100,100,100,100,100,100,100,100,100,100,100,100,99,100,100,98,99,98,99,14,0,0,0,0,0,0,0,0,0,0,0,0,20
100,100,100,100,100,100,100,100,99,100,100,100,100,99,98,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
100,100,100,100,100,100,98,98,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,99,99,98,100,100,98,99,98,98,78,0,0,0,0,0,27
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,99,99,99,100,100,99,100,98,98,98,100,98,98,32,0,31
100,100,100,100,100,100,100,100,100,100,100,100,100,99,99,99,98,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
100,100,100,100,100,100,100,100,99,100,100,100,100,99,98,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
100,100,100,100,100,99,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
100,100,100,100,100,100,100,100,98,100,99,99,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,99,99,98,100,100,98,100,98,98,98,98,22,0,0,0,29
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,99,98,99,98,98,8,0,0,0,0,0,0,0,0,0,0,22
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,99,99,98,100,100,98,100,98,98,98,98,2,0,0,0,2
100,100,100,100,100,100,98,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
100,100,100,100,100,100,100,100,99,100,100,100,99,99,98,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
100,100,100,100,100,100,100,100,98,100,99,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,99,99,98,98,100,98,92,0,0,0,0,0,0,0,0,25
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98,99,98,99,94,0,0,0,0,0,0,0,0,0,0,0,0,21
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,100,99,99,100,100,99,100,98,99,98,100,99,98,98,44,26
100,100,100,100,100,100,100,100,100,100,100,100,100,99,100,100,98,99,98,26,0,0,0,0,0,0,0,0,0,0,0,0,0,19
100,100,100,100,100,100,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
100,100,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
100,100,100,100,100,100,100,100,100,100,100,100,100,99,100,99,98,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,99,99,98,98,100,98,98,30,0,0,0,0,0,0,0,25
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,99,99,98,98,100,98,88,0,0,0,0,0,0,0,0,25
100,100,99,99,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
100,100,100,100,100,100,98,98,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,99,99,99,100,100,99,100,98,98,98,100,98,98,0,0,31
100,100,100,100,100,100,100,100,98,100,100,100,98,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
100,98,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
100,100,100,100,100,100,100,100,100,100,100,100,100,99,100,100,98,99,98,99,16,0,0,0,0,0,0,0,0,0,0,0,0,20
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,99,99,98,100,100,98,99,98,86,0,0,0,0,0,0,27
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,99,99,98,100,100,98,99,98,98,98,42,0,0,0,0,28
100,100,100,100,100,100,100,99,98,100,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
100,100,100,100,100,100,100,100,98,100,99,100,98,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,99,99,99,100,100,99,100,98,98,98,100,98,98,12,0,31
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,100,99,99,100,100,99,100,98,99,98,100,99,98,98,62,32
100,100,100,100,100,100,100,100,100,100,100,100,100,99,100,100,98,99,98,14,0,0,0,0,0,0,0,0,0,0,0,0,0,19
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,100,99,99,100,100,99,100,98,99,98,100,99,98,98,64,32
100,100,100,99,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
100,100,100,100,100,100,99,98,98,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
100,100,100,100,100,100,100,99,98,100,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,100,99,99,100,100,99,100,98,98,98,100,99,98,98,40,32
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,98,99,98,98,97,0,0,0,0,0,0,0,0,0,0,23
100,100,100,100,100,100,100,100,99,100,100,100,99,99,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
100,100,100,100,100,100,100,100,99,100,100,100,99,99,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,99,99,98,98,99,40,0,0,0,0,0,0,0,0,0,18
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,99,99,98,99,100,98,98,80,0,0,0,0,0,0,0,25
100,100,100,100,100,100,100,100,99,100,100,100,99,99,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
100,100,100,100,100,100,99,98,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
100,100,100,100,100,100,100,99,98,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
100,100,100,100,99,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,99,99,98,98,100,98,82,0,0,0,0,0,0,0,0,6
100,100,100,100,100,100,100,100,98,100,99,98,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,99,99,98,98,100,98,12,0,0,0,0,0,0,0,0,24
100,100,100,100,100,100,100,100,100,100,100,100,100,99,99,98,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,99,99,98,100,100,99,100,98,98,98,99,98,38,0,0,30
100,98,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
100,100,100,100,100,100,98,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,99,98,99,98,57,0,0,0,0,0,0,0,0,0,0,0,21
100,100,100,100,100,99,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
100,98,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
100,100,100,100,100,100,98,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,99,99,98,98,100,98,30,0,0,0,0,0,0,0,0,24
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,99,99,98,100,100,99,100,98,98,98,98,60,0,0,0,29
100,100,100,100,100,100,100,100,98,100,99,100,98,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
100,100,100,100,100,100,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
100,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,100,99,99,100,100,100,100,98,99,98,100,99,98,98,88,33
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,99,99,98,100,100,98,99,98,88,0,0,0,0,0,0,27
100,100,100,100,100,100,100,100,100,100,100,100,100,99,100,100,98,99,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
100,100,100,100,100,100,99,99,98,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
100,100,100,100,100,100,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,100,99,99,100,100,99,100,98,99,98,100,99,98,98,82,33
100,100,100,100,100,100,100,99,98,100,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
100,100,100,100,100,100,100,100,98,100,99,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
100,100,100,100,100,100,100,100,100,100,100,100,100,99,100,99,98,99,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,99,99,98,98,100,98,98,4,0,0,0,0,0,0,0,25
100,100,100,100,100,100,100,100,98,100,100,100,98,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
100,100,100,100,100,100,98,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
100,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100,100,100,100,100,100,100,100,100,100,100,100,100,99,100,100,98,99,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
100,100,100,100,100,100,99,98,98,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98,99,98,99,80,0,0,0,0,0,0,0,0,0,0,0,0,20
100,100,100,99,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
100,100,100,100,100,100,100,100,98,100,99,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,99,99,98,98,100,98,50,0,0,0,0,0,0,0,0,24
100,100,100,100,100,100,100,100,100,100,100,100,100,99,99,98,98,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
100,100,100,100,100,100,99,98,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
100,100,100,100,100,100,100,100,100,100,100,100,100,99,100,100,98,99,98,99,0,0,0,0,0,0,0,0,0,0,0,0,0,20
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,99,99,98,100,100,98,99,98,98,98,44,0,0,0,0,7
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,99,99,98,98,100,98,98,32,0,0,0,0,0,0,0,25
100,100,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,98,99,98,98,89,0,0,0,0,0,0,0,0,0,0,23
100,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,98,99,98,98,99,4,0,0,0,0,0,0,0,0,0,23
100,100,100,100,100,100,100,100,99,100,100,100,100,99,98,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,98,99,98,98,95,0,0,0,0,0,0,0,0,0,0,23
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,99,99,98,100,100,99,100,98,98,98,98,88,0,0,0,30
100,100,100,100,100,100,100,99,98,100,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98,99,98,99,46,0,0,0,0,0,0,0,0,0,0,0,0,20
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,99,99,99,100,100,99,100,98,98,98,100,98,98,72,0,5
100,100,100,100,100,100,100,100,100,100,100,100,100,99,100,100,98,99,98,89,0,0,0,0,0,0,0,0,0,0,0,0,0,20
100,100,100,99,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,99,99,98,98,100,98,18,0,0,0,0,0,0,0,0,24
100,100,100,100,100,100,100,100,98,100,99,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
100,100,100,100,100,100,98,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
100,100,100,100,99,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,99,99,99,100,100,99,100,98,98,98,100,98,92,0,0,31
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,100,99,99,100,100,99,100,98,99,98,100,99,98,98,80,32
100,100,100,100,99,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
100,100,100,100,100,100,100,100,100,100,100,100,100,99,100,100,98,99,98,66,0,0,0,0,0,0,0,0,0,0,0,0,0,19
100,100,100,100,100,100,98,98,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,98,99,98,98,99,8,0,0,0,0,0,0,0,0,0,23
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98,99,98,99,98,2,0,0,0,0,0,0,0,0,0,0,0,21
64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,100,100,100,100,100,98,98,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,99,99,98,98,100,98,2,0,0,0,0,0,0,0,0,24
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,99,98,99,98,96,0,0,0,0,0,0,0,0,0,0,0,22
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,99,99,98,100,100,98,99,98,98,98,20,0,0,0,0,28
100,100,100,100,99,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
100,100,100,100,100,100,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,100,99,99,100,100,100,100,98,99,98,100,99,98,98,94,33
100,100,100,100,100,100,100,100,100,100,100,100,100,99,98,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,99,99,98,100,100,98,99,98,98,14,0,0,0,0,0,27
100,100,100,100,100,100,100,100,98,100,100,100,98,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
100,100,100,100,100,100,100,100,99,100,100,100,100,99,98,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
100,100,100,100,100,100,100,100,98,100,99,99,98,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
100,100,100,100,100,100,100,100,98,100,99,99,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98,99,98,99,64,0,0,0,0,0,0,0,0,0,0,0,0,20
100,100,100,100,100,99,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
100,100,100,100,100,100,100,100,98,100,99,99,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
100,100,100,100,100,100,98,98,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,99,99,98,100,100,98,99,98,84,0,0,0,0,0,0,27
100,100,100,100,100,100,100,100,98,100,100,100,99,99,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
100,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100,100,100,100,99,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,99,99,98,99,100,98,98,56,0,0,0,0,0,0,0,25
100,100,100,100,100,100,100,100,100,100,100,100,100,99,99,99,98,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
100,100,100,100,100,100,99,98,96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
100,100,100,100,100,100,98,98,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
100,100,100,100,100,100,98,98,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
100,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,100,100,100,100,100,100,100,100,100,100,100,100,99,100,100,98,99,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
100,100,100,100,100,100,98,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
100,98,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98,99,98,99,30,0,0,0,0,0,0,0,0,0,0,0,0,20
83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100,100,100,100,100,100,100,100,98,100,99,100,98,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,99,99,98,100,100,98,99,98,98,55,0,0,0,0,0,27
100,100,100,100,100,100,99,98,98,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
100,100,100,100,100,100,100,100,98,100,99,100,98,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
